"filename","x","y","width","height"
"233301",1224,714,100,100
"233302",1224,816,100,100
"233303",1224,918,100,100
"233304",1224,1020,100,100
"233305",1224,1122,100,100
"233306",0,1224,100,100
"233307",102,1224,100,100
"233308",204,1224,100,100
"233309",306,1224,100,100
"233310",408,1224,100,100
"233311",510,1224,100,100
"233312",612,1224,100,100
"233313",714,1224,100,100
"233314",816,1224,100,100
"233315",918,1224,100,100
"233316",1020,1224,100,100
"233317",1122,1224,100,100
"233318",1224,1224,100,100
"233319",1326,0,100,100
"233320",1326,102,100,100
"233321",1326,204,100,100
"233322",1326,306,100,100
"233323",1326,408,100,100
"233325",1326,510,100,100
"233326",1326,612,100,100
"233327",1326,714,100,100
"233328",1326,816,100,100
"233329",1326,918,100,100
"233330",1326,1020,100,100
"233331",1326,1122,100,100
"233332",1326,1224,100,100
"233333",0,1326,100,100
"233334",102,1326,100,100
"233335",204,1326,100,100
"233336",306,1326,100,100
"233337",408,1326,100,100
"233338",510,1326,100,100
"233402",612,1326,100,100
"233512",714,1326,100,100
"233528",816,1326,100,100
"233561",918,1326,100,100
"233571",1020,1326,100,100
"233575",1122,1326,100,100
"233576",1224,1326,100,100
"233585",1326,1326,100,100
"233603",1428,0,100,100
"233659",1428,102,100,100
"233663",1428,204,100,100
"233667",1428,306,100,100
"233765",1428,408,100,100
"233789",1428,510,100,100
"233851",1428,612,100,100
"233860",1428,714,100,100
"233902",1428,816,100,100
"234014",1428,918,100,100
"234047",1428,1020,100,100
"234081",1428,1122,100,100
"234099",1428,1224,100,100
"234129",1428,1326,100,100
"234148",0,1428,100,100
"234154",102,1428,100,100
"234176",204,1428,100,100
"234292",306,1428,100,100
"234371",408,1428,100,100
"234395",510,1428,100,100
"234397",612,1428,100,100
"234398",714,1428,100,100
"234399",816,1428,100,100
"234400",918,1428,100,100
"234401",1020,1428,100,100
"234402",1122,1428,100,100
"234403",1224,1428,100,100
"234404",1326,1428,100,100
"234405",1428,1428,100,100
"234409",1530,0,100,100
"234412",1530,102,100,100
"234413",1530,204,100,100
"234414",1530,306,100,100
"234415",1530,408,100,100
"234416",1530,510,100,100
"234417",1530,612,100,100
"234418",1530,714,100,100
"234419",1530,816,100,100
"234420",1530,918,100,100
"234421",1530,1020,100,100
"234422",1530,1122,100,100
"234423",1530,1224,100,100
"234424",1530,1326,100,100
"234425",1530,1428,100,100
"234426",0,1530,100,100
"234432",102,1530,100,100
"234438",204,1530,100,100
"234472",306,1530,100,100
"234473",408,1530,100,100
"234503",510,1530,100,100
"234519",612,1530,100,100
"234520",714,1530,100,100
"234639",816,1530,100,100
"234701",918,1530,100,100
"234702",1020,1530,100,100
"234709",1122,1530,100,100
"234780",1224,1530,100,100
"234781",1326,1530,100,100
"234782",1428,1530,100,100
"234783",1530,1530,100,100
"234784",1632,0,100,100
"234785",1632,102,100,100
"234786",1632,204,100,100
"234787",1632,306,100,100
"234788",1632,408,100,100
"234789",1632,510,100,100
"234790",1632,612,100,100
"234791",1632,714,100,100
"234792",1632,816,100,100
"234793",1632,918,100,100
"234796",1632,1020,100,100
"234818",1632,1122,100,100
"234827",1632,1224,100,100
"234896",1632,1326,100,100
"234897",1632,1428,100,100
"234898",1632,1530,100,100
"234899",0,1632,100,100
"234900",102,1632,100,100
"234901",204,1632,100,100
"234902",306,1632,100,100
"234903",408,1632,100,100
"234904",510,1632,100,100
"234905",612,1632,100,100
"234906",714,1632,100,100
"234907",816,1632,100,100
"234908",918,1632,100,100
"234909",1020,1632,100,100
"234910",1122,1632,100,100
"234911",1224,1632,100,100
"234912",1326,1632,100,100
"234913",1428,1632,100,100
"234914",1530,1632,100,100
"234915",1632,1632,100,100
"234916",1734,0,100,100
"234917",1734,102,100,100
"234918",1734,204,100,100
"234919",1734,306,100,100
"234920",1734,408,100,100
"234921",1734,510,100,100
"234922",1734,612,100,100
"234923",1734,714,100,100
"234924",1734,816,100,100
"234925",1734,918,100,100
"234926",1734,1020,100,100
"234927",1734,1122,100,100
"234928",1734,1224,100,100
"234929",1734,1326,100,100
"234930",1734,1428,100,100
"234931",1734,1530,100,100
"234932",1734,1632,100,100
"234933",0,1734,100,100
"234934",102,1734,100,100
"234935",204,1734,100,100
"234936",306,1734,100,100
"234937",408,1734,100,100
"234938",510,1734,100,100
"234939",612,1734,100,100
"234940",714,1734,100,100
"234941",816,1734,100,100
"234942",918,1734,100,100
"234943",1020,1734,100,100
"234944",1122,1734,100,100
"234945",1224,1734,100,100
"234946",1326,1734,100,100
"234947",1428,1734,100,100
"234948",1530,1734,100,100
"234949",1632,1734,100,100
"234950",1734,1734,100,100
"234951",1836,0,100,100
"234952",1836,102,100,100
"234953",1836,204,100,100
"234954",1836,306,100,100
"234955",1836,408,100,100
"234956",1836,510,100,100
"234957",1836,612,100,100
"234958",1836,714,100,100
"234959",1836,816,100,100
"234960",1836,918,100,100
"234961",1836,1020,100,100
"234962",1836,1122,100,100
"234963",1836,1224,100,100
"234964",1836,1326,100,100
"234965",1836,1428,100,100
"234966",1836,1530,100,100
"234967",1836,1632,100,100
"234968",1836,1734,100,100
"234969",0,1836,100,100
"234970",102,1836,100,100
"234971",204,1836,100,100
"234972",306,1836,100,100
"234973",408,1836,100,100
"234974",510,1836,100,100
"234975",612,1836,100,100
"234976",714,1836,100,100
"234977",816,1836,100,100
"234978",918,1836,100,100
"234979",1020,1836,100,100
"234980",1122,1836,100,100
"234981",1224,1836,100,100
"234982",1326,1836,100,100
"234983",1428,1836,100,100
"234984",1530,1836,100,100
"234985",1632,1836,100,100
"234986",1734,1836,100,100
"234987",1836,1836,100,100
"234988",1938,0,100,100
"234989",1938,102,100,100
"235060",1938,204,100,100
"235078",1938,306,100,100
"235080",1938,408,100,100
"235139",1938,510,100,100
"235146",1938,612,100,100
"235183",1938,714,100,100
"235186",1938,816,100,100
"235222",1938,918,100,100
"235225",1938,1020,100,100
"235270",1938,1122,100,100
"235304",1938,1224,100,100
"235321",1938,1326,100,100
"235323",1938,1428,100,100
"235324",1938,1530,100,100
"235325",1938,1632,100,100
"235327",1938,1734,100,100
"235328",1938,1836,100,100
"235329",0,1938,100,100
"235330",102,1938,100,100
"235331",204,1938,100,100
"235332",306,1938,100,100
"235333",408,1938,100,100
"235334",510,1938,100,100
"235335",612,1938,100,100
"235336",714,1938,100,100
"235337",816,1938,100,100
"235338",918,1938,100,100
"235339",1020,1938,100,100
"235340",1122,1938,100,100
"235341",1224,1938,100,100
"235342",1326,1938,100,100
"235343",1428,1938,100,100
"235344",1530,1938,100,100
"235345",1632,1938,100,100
"235346",1734,1938,100,100
"235347",1836,1938,100,100
"235348",1938,1938,100,100
"235349",2040,0,100,100
"235350",2040,102,100,100
"235351",2040,204,100,100
"235352",2040,306,100,100
"235353",2040,408,100,100
"235354",2040,510,100,100
"235355",2040,612,100,100
"235356",2040,714,100,100
"235357",2040,816,100,100
"235358",2040,918,100,100
"235359",2040,1020,100,100
"235360",2040,1122,100,100
"235361",2040,1224,100,100
"235362",2040,1326,100,100
"235363",2040,1428,100,100
"235364",2040,1530,100,100
"235365",2040,1632,100,100
"235367",2040,1734,100,100
"235469",2040,1836,100,100
"235529",2040,1938,100,100
"235530",0,2040,100,100
"235531",102,2040,100,100
"235532",204,2040,100,100
"235533",306,2040,100,100
"235534",408,2040,100,100
"235535",510,2040,100,100
"235536",612,2040,100,100
"235537",714,2040,100,100
"235538",816,2040,100,100
"235539",918,2040,100,100
"235543",1020,2040,100,100
"235557",1122,2040,100,100
"235719",1224,2040,100,100
"235760",1326,2040,100,100
"235761",1428,2040,100,100
"235769",1530,2040,100,100
"235829",1632,2040,100,100
"235831",1734,2040,100,100
"235853",1836,2040,100,100
"235859",1938,2040,100,100
"235863",2040,2040,100,100
"235864",2142,0,100,100
"235865",2142,102,100,100
"235866",2142,204,100,100
"235867",2142,306,100,100
"235868",2142,408,100,100
"235869",2142,510,100,100
"235870",2142,612,100,100
"235871",2142,714,100,100
"235872",2142,816,100,100
"235873",2142,918,100,100
"235874",2142,1020,100,100
"235875",2142,1122,100,100
"235876",2142,1224,100,100
"235877",2142,1326,100,100
"235878",2142,1428,100,100
"235879",2142,1530,100,100
"235880",2142,1632,100,100
"235881",2142,1734,100,100
"235882",2142,1836,100,100
"235883",2142,1938,100,100
"235884",2142,2040,100,100
"235885",0,2142,100,100
"235886",102,2142,100,100
"235887",204,2142,100,100
"235888",306,2142,100,100
"235889",408,2142,100,100
"235890",510,2142,100,100
"235891",612,2142,100,100
"235892",714,2142,100,100
"235893",816,2142,100,100
"235894",918,2142,100,100
"235895",1020,2142,100,100
"235896",1122,2142,100,100
"235897",1224,2142,100,100
"235898",1326,2142,100,100
"235899",1428,2142,100,100
"235900",1530,2142,100,100
"235901",1632,2142,100,100
"235902",1734,2142,100,100
"235903",1836,2142,100,100
"235904",1938,2142,100,100
"235905",2040,2142,100,100
"235906",2142,2142,100,100
"235907",2244,0,100,100
"235908",2244,102,100,100
"235909",2244,204,100,100
"235910",2244,306,100,100
"235911",2244,408,100,100
"235912",2244,510,100,100
"235913",2244,612,100,100
"235964",2244,714,100,100
"235984",2244,816,100,100
"236008",2244,918,100,100
"236077",2244,1020,100,100
"236091",2244,1122,100,100
"236096",2244,1224,100,100
"236128",2244,1326,100,100
"236140",2244,1428,100,100
"236148",2244,1530,100,100
"236163",2244,1632,100,100
"236269",2244,1734,100,100
"236302",2244,1836,100,100
"236303",2244,1938,100,100
"236327",2244,2040,100,100
"236328",2244,2142,100,100
"236329",0,2244,100,100
"236330",102,2244,100,100
"236331",204,2244,100,100
"236361",306,2244,100,100
"236382",408,2244,100,100
"236383",510,2244,100,100
"236385",612,2244,100,100
"236395",714,2244,100,100
"236399",816,2244,100,100
"236400",918,2244,100,100
"236408",1020,2244,100,100
"236410",1122,2244,100,100
"236413",1224,2244,100,100
"236469",1326,2244,100,100
"236470",1428,2244,100,100
"236471",1530,2244,100,100
"236517",1632,2244,100,100
"236540",1734,2244,100,100
"236645",1836,2244,100,100
"236647",1938,2244,100,100
"236659",2040,2244,100,100
"236794",2142,2244,100,100
"236930",2244,2244,100,100
"236945",2346,0,100,100
"236959",2346,102,100,100
"237135",2346,204,100,100
"237136",2346,306,100,100
"237137",2346,408,100,100
"237138",2346,510,100,100
"237139",2346,612,100,100
"237140",2346,714,100,100
"237141",2346,816,100,100
"237142",2346,918,100,100
"237143",2346,1020,100,100
"237144",2346,1122,100,100
"237145",2346,1224,100,100
"237146",2346,1326,100,100
"237147",2346,1428,100,100
"237148",2346,1530,100,100
"237149",2346,1632,100,100
"237150",2346,1734,100,100
"237151",2346,1836,100,100
"237152",2346,1938,100,100
"237153",2346,2040,100,100
"237154",2346,2142,100,100
"237155",2346,2244,100,100
"237156",0,2346,100,100
"237157",102,2346,100,100
"237158",204,2346,100,100
"237159",306,2346,100,100
"237160",408,2346,100,100
"237161",510,2346,100,100
"237162",612,2346,100,100
"237163",714,2346,100,100
"237164",816,2346,100,100
"237165",918,2346,100,100
"237166",1020,2346,100,100
"237167",1122,2346,100,100
"237168",1224,2346,100,100
"237169",1326,2346,100,100
"237170",1428,2346,100,100
"237171",1530,2346,100,100
"237172",1632,2346,100,100
"237173",1734,2346,100,100
"237174",1836,2346,100,100
"237175",1938,2346,100,100
"237176",2040,2346,100,100
"237177",2142,2346,100,100
"237178",2244,2346,100,100
"237179",2346,2346,100,100
"237180",2448,0,100,100
"237181",2448,102,100,100
"237182",2448,204,100,100
"237183",2448,306,100,100
"237184",2448,408,100,100
"237185",2448,510,100,100
"237186",2448,612,100,100
"237187",2448,714,100,100
"237188",2448,816,100,100
"237189",2448,918,100,100
"237190",2448,1020,100,100
"237191",2448,1122,100,100
"237192",2448,1224,100,100
"237193",2448,1326,100,100
"237194",2448,1428,100,100
"237195",2448,1530,100,100
"237196",2448,1632,100,100
"237197",2448,1734,100,100
"237198",2448,1836,100,100
"237199",2448,1938,100,100
"237200",2448,2040,100,100
"237201",2448,2142,100,100
"237202",2448,2244,100,100
"237203",2448,2346,100,100
"237204",0,2448,100,100
"237205",102,2448,100,100
"237206",204,2448,100,100
"237207",306,2448,100,100
"237208",408,2448,100,100
"237209",510,2448,100,100
"237210",612,2448,100,100
"237211",714,2448,100,100
"237212",816,2448,100,100
"237213",918,2448,100,100
"237214",1020,2448,100,100
"237215",1122,2448,100,100
"237216",1224,2448,100,100
"237217",1326,2448,100,100
"237218",1428,2448,100,100
"237219",1530,2448,100,100
"237220",1632,2448,100,100
"237221",1734,2448,100,100
"237222",1836,2448,100,100
"237223",1938,2448,100,100
"237224",2040,2448,100,100
"237225",2142,2448,100,100
"237226",2244,2448,100,100
"237227",2346,2448,100,100
"237228",2448,2448,100,100
"237229",2550,0,100,100
"237230",2550,102,100,100
"237231",2550,204,100,100
"237232",2550,306,100,100
"237233",2550,408,100,100
"237234",2550,510,100,100
"237235",2550,612,100,100
"237236",2550,714,100,100
"237237",2550,816,100,100
"237238",2550,918,100,100
"237239",2550,1020,100,100
"237240",2550,1122,100,100
"237320",2550,1224,100,100
"237321",2550,1326,100,100
"237322",2550,1428,100,100
"237351",2550,1530,100,100
"237383",2550,1632,100,100
"237448",2550,1734,100,100
"237460",2550,1836,100,100
"237662",2550,1938,100,100
"237695",2550,2040,100,100
"237786",2550,2142,100,100
"237788",2550,2244,100,100
"237827",2550,2346,100,100
"237849",2550,2448,100,100
"237859",0,2550,100,100
"237860",102,2550,100,100
"237861",204,2550,100,100
"237862",306,2550,100,100
"237863",408,2550,100,100
"237864",510,2550,100,100
"237865",612,2550,100,100
"237866",714,2550,100,100
"237867",816,2550,100,100
"237868",918,2550,100,100
"237945",1020,2550,100,100
"237951",1122,2550,100,100
"238056",1224,2550,100,100
"238114",1326,2550,100,100
"238127",1428,2550,100,100
"238256",1530,2550,100,100
"238273",1632,2550,100,100
"238275",1734,2550,100,100
"238278",1836,2550,100,100
"238295",1938,2550,100,100
"238315",2040,2550,100,100
"238368",2142,2550,100,100
"238369",2244,2550,100,100
"238398",2346,2550,100,100
"238423",2448,2550,100,100
"238489",2550,2550,100,100
"238537",2652,0,100,100
"238702",2652,102,100,100
"238799",2652,204,100,100
"238808",2652,306,100,100
"238887",2652,408,100,100
"238911",2652,510,100,100
"238933",2652,612,100,100
"239011",2652,714,100,100
"239046",2652,816,100,100
"239081",2652,918,100,100
"239082",2652,1020,100,100
"239084",2652,1122,100,100
"239085",2652,1224,100,100
"239315",2652,1326,100,100
"239387",2652,1428,100,100
"239389",2652,1530,100,100
"239401",2652,1632,100,100
"239441",2652,1734,100,100
"239571",2652,1836,100,100
"239594",2652,1938,100,100
"239617",2652,2040,100,100
"239692",2652,2142,100,100
"239695",2652,2244,100,100
"239696",2652,2346,100,100
"239697",2652,2448,100,100
"239698",2652,2550,100,100
"239699",0,2652,100,100
"239700",102,2652,100,100
"239701",204,2652,100,100
"239702",306,2652,100,100
"239703",408,2652,100,100
"239704",510,2652,100,100
"239705",612,2652,100,100
"239706",714,2652,100,100
"239707",816,2652,100,100
"239708",918,2652,100,100
"239709",1020,2652,100,100
"239710",1122,2652,100,100
"239711",1224,2652,100,100
"239712",1326,2652,100,100
"239713",1428,2652,100,100
"239714",1530,2652,100,100
"239715",1632,2652,100,100
"239716",1734,2652,100,100
"239717",1836,2652,100,100
"239718",1938,2652,100,100
"239719",2040,2652,100,100
"239720",2142,2652,100,100
"239725",2244,2652,100,100
"239781",2346,2652,100,100
"239800",2448,2652,100,100
"239816",2550,2652,100,100
"239839",2652,2652,100,100
"239840",2754,0,100,100
"239841",2754,102,100,100
"239935",2754,204,100,100
"239936",2754,306,100,100
"239937",2754,408,100,100
"239938",2754,510,100,100
"239969",2754,612,100,100
"240084",2754,714,100,100
"240322",2754,816,100,100
"240380",2754,918,100,100
"240411",2754,1020,100,100
"240512",2754,1122,100,100
"240570",2754,1224,100,100
"240572",2754,1326,100,100
"240576",2754,1428,100,100
"240577",2754,1530,100,100
"240595",2754,1632,100,100
"240606",2754,1734,100,100
"240641",2754,1836,100,100
"240645",2754,1938,100,100
"240715",2754,2040,100,100
"240716",2754,2142,100,100
"240719",2754,2244,100,100
"240750",2754,2346,100,100
"240981",2754,2448,100,100
"241066",2754,2550,100,100
"241146",2754,2652,100,100
"241253",0,2754,100,100
"241311",102,2754,100,100
"241434",204,2754,100,100
"241459",306,2754,100,100
"241514",408,2754,100,100
"241554",510,2754,100,100
"241636",612,2754,100,100
"241662",714,2754,100,100
"241664",816,2754,100,100
"241669",918,2754,100,100
"241671",1020,2754,100,100
"241688",1122,2754,100,100
"241722",1224,2754,100,100
"241743",1326,2754,100,100
"241750",1428,2754,100,100
"241958",1530,2754,100,100
"241972",1632,2754,100,100
"242044",1734,2754,100,100
"242177",1836,2754,100,100
"242340",1938,2754,100,100
"242779",2040,2754,100,100
"242784",2142,2754,100,100
"242914",2244,2754,100,100
"242915",2346,2754,100,100
"242920",2448,2754,100,100
"242993",2550,2754,100,100
"242994",2652,2754,100,100
"243003",2754,2754,100,100
"243164",2856,0,100,100
"243166",2856,102,100,100
"243167",2856,204,100,100
"243168",2856,306,100,100
"243169",2856,408,100,100
"243170",2856,510,100,100
"243171",2856,612,100,100
"243172",2856,714,100,100
"243196",2856,816,100,100
"243208",2856,918,100,100
"243446",2856,1020,100,100
"243681",2856,1122,100,100
"243842",2856,1224,100,100
"243893",2856,1326,100,100
"243911",2856,1428,100,100
"244133",2856,1530,100,100
"244142",2856,1632,100,100
"244143",2856,1734,100,100
"244147",2856,1836,100,100
"244321",2856,1938,100,100
"244322",2856,2040,100,100
"244323",2856,2142,100,100
"244324",2856,2244,100,100
"244325",2856,2346,100,100
"244326",2856,2448,100,100
"244327",2856,2550,100,100
"244328",2856,2652,100,100
"244329",2856,2754,100,100
"244330",0,2856,100,100
"244331",102,2856,100,100
"244333",204,2856,100,100
"244334",306,2856,100,100
"244335",408,2856,100,100
"244336",510,2856,100,100
"244364",612,2856,100,100
"244448",714,2856,100,100
"244460",816,2856,100,100
"244481",918,2856,100,100
"244493",1020,2856,100,100
"244494",1122,2856,100,100
"244495",1224,2856,100,100
"244496",1326,2856,100,100
"244497",1428,2856,100,100
"244498",1530,2856,100,100
"244499",1632,2856,100,100
"244500",1734,2856,100,100
"244501",1836,2856,100,100
"244502",1938,2856,100,100
"244503",2040,2856,100,100
"244504",2142,2856,100,100
"244505",2244,2856,100,100
"244506",2346,2856,100,100
"244507",2448,2856,100,100
"244508",2550,2856,100,100
"244509",2652,2856,100,100
"244510",2754,2856,100,100
"244511",2856,2856,100,100
"244512",2958,0,100,100
"244513",2958,102,100,100
"244514",2958,204,100,100
"244515",2958,306,100,100
"244516",2958,408,100,100
"244517",2958,510,100,100
"244518",2958,612,100,100
"244519",2958,714,100,100
"244520",2958,816,100,100
"244521",2958,918,100,100
"244522",2958,1020,100,100
"244523",2958,1122,100,100
"244524",2958,1224,100,100
"244525",2958,1326,100,100
"244526",2958,1428,100,100
"244527",2958,1530,100,100
"244528",2958,1632,100,100
"244529",2958,1734,100,100
"244530",2958,1836,100,100
"244531",2958,1938,100,100
"244532",2958,2040,100,100
"244533",2958,2142,100,100
"244534",2958,2244,100,100
"244535",2958,2346,100,100
"244536",2958,2448,100,100
"244537",2958,2550,100,100
"244538",2958,2652,100,100
"244539",2958,2754,100,100
"244540",2958,2856,100,100
"244541",0,2958,100,100
"244542",102,2958,100,100
"244543",204,2958,100,100
"244544",306,2958,100,100
"244545",408,2958,100,100
"244546",510,2958,100,100
"244818",612,2958,100,100
"244891",714,2958,100,100
"244926",816,2958,100,100
"244971",918,2958,100,100
"244972",1020,2958,100,100
"245038",1122,2958,100,100
"245219",1224,2958,100,100
"245704",1326,2958,100,100
"245706",1428,2958,100,100
"245709",1530,2958,100,100
"245741",1632,2958,100,100
"24577",1734,2958,100,100
"24578",1836,2958,100,100
"24579",1938,2958,100,100
"24580",2040,2958,100,100
"24581",2142,2958,100,100
"245867",2244,2958,100,100
"246017",2346,2958,100,100
"246028",2448,2958,100,100
"246029",2550,2958,100,100
"246050",2652,2958,100,100
"246084",2754,2958,100,100
"246278",2856,2958,100,100
"246583",2958,2958,100,100
"247152",3060,0,100,100
"247157",3060,102,100,100
"247291",3060,204,100,100
"247330",3060,306,100,100
"247405",3060,408,100,100
"247471",3060,510,100,100
"247492",3060,612,100,100
"247494",3060,714,100,100
"247495",3060,816,100,100
"247522",3060,918,100,100
"247554",3060,1020,100,100
"247565",3060,1122,100,100
"247574",3060,1224,100,100
"247576",3060,1326,100,100
"247586",3060,1428,100,100
"247587",3060,1530,100,100
"247591",3060,1632,100,100
"247603",3060,1734,100,100
"247604",3060,1836,100,100
"247629",3060,1938,100,100
"247646",3060,2040,100,100
"247659",3060,2142,100,100
"247918",3060,2244,100,100
"247938",3060,2346,100,100
"248116",3060,2448,100,100
"248205",3060,2550,100,100
"248230",3060,2652,100,100
"248420",3060,2754,100,100
"248689",3060,2856,100,100
"248758",3060,2958,100,100
"248770",0,3060,100,100
"248771",102,3060,100,100
"248772",204,3060,100,100
"248775",306,3060,100,100
"248793",408,3060,100,100
"249002",510,3060,100,100
"249176",612,3060,100,100
"249185",714,3060,100,100
"249260",816,3060,100,100
"249261",918,3060,100,100
"249262",1020,3060,100,100
"249263",1122,3060,100,100
"249264",1224,3060,100,100
"249265",1326,3060,100,100
"249266",1428,3060,100,100
"249267",1530,3060,100,100
"249268",1632,3060,100,100
"249292",1734,3060,100,100
"249293",1836,3060,100,100
"249294",1938,3060,100,100
"249295",2040,3060,100,100
"249296",2142,3060,100,100
"249297",2244,3060,100,100
"249298",2346,3060,100,100
"249299",2448,3060,100,100
"249300",2550,3060,100,100
"249301",2652,3060,100,100
"249302",2754,3060,100,100
"249303",2856,3060,100,100
"249304",2958,3060,100,100
"249305",3060,3060,100,100
"249306",3162,0,100,100
"249307",3162,102,100,100
"249308",3162,204,100,100
"249309",3162,306,100,100
"249310",3162,408,100,100
"249311",3162,510,100,100
"249312",3162,612,100,100
"249313",3162,714,100,100
"249316",3162,816,100,100
"249318",3162,918,100,100
"249319",3162,1020,100,100
"249320",3162,1122,100,100
"249321",3162,1224,100,100
"249322",3162,1326,100,100
"249323",3162,1428,100,100
"249324",3162,1530,100,100
"249325",3162,1632,100,100
"249326",3162,1734,100,100
"249327",3162,1836,100,100
"249337",3162,1938,100,100
"249481",3162,2040,100,100
"249551",3162,2142,100,100
"249566",3162,2244,100,100
"249605",3162,2346,100,100
"249632",3162,2448,100,100
"249633",3162,2550,100,100
"249634",3162,2652,100,100
"249635",3162,2754,100,100
"249636",3162,2856,100,100
"249637",3162,2958,100,100
"249638",3162,3060,100,100
"249639",0,3162,100,100
"249641",102,3162,100,100
"249646",204,3162,100,100
"249647",306,3162,100,100
"249702",408,3162,100,100
"249705",510,3162,100,100
"249708",612,3162,100,100
"249729",714,3162,100,100
"249747",816,3162,100,100
"249751",918,3162,100,100
"249977",1020,3162,100,100
"250185",1122,3162,100,100
"250190",1224,3162,100,100
"250191",1326,3162,100,100
"250221",1428,3162,100,100
"250410",1530,3162,100,100
"250435",1632,3162,100,100
"250440",1734,3162,100,100
"250489",1836,3162,100,100
"250490",1938,3162,100,100
"250491",2040,3162,100,100
"250492",2142,3162,100,100
"250493",2244,3162,100,100
"250494",2346,3162,100,100
"250495",2448,3162,100,100
"250496",2550,3162,100,100
"250497",2652,3162,100,100
"250498",2754,3162,100,100
"250499",2856,3162,100,100
"250500",2958,3162,100,100
"250501",3060,3162,100,100
"250502",3162,3162,100,100
"250503",3264,0,100,100
"250504",3264,102,100,100
"250505",3264,204,100,100
"250533",3264,306,100,100
"250567",3264,408,100,100
"250576",3264,510,100,100
"250693",3264,612,100,100
"250810",3264,714,100,100
"250939",3264,816,100,100
"250940",3264,918,100,100
"250941",3264,1020,100,100
"250942",3264,1122,100,100
"250943",3264,1224,100,100
"251176",3264,1326,100,100
"251388",3264,1428,100,100
"251518",3264,1530,100,100
"251519",3264,1632,100,100
"251520",3264,1734,100,100
"251521",3264,1836,100,100
"251522",3264,1938,100,100
