id,start_node_id,end_node_id,relationship_type,tree,remove,S_NAME,E_NAME,type,flag,true_id,slides,crossfader,concat,type2
11221,269961,234409,SAMPLES,funky_1,,Living Proof,Funky Drummer,,,11221-funky_1,,,269961-234409funky_1,
11222,318195,234409,SAMPLES,funky_1,,RCA,Funky Drummer,,,11222-funky_1,,,318195-234409funky_1,
11223,318196,234409,SAMPLES,funky_1,,Traîtres,Funky Drummer,,,11223-funky_1,,,318196-234409funky_1,
11224,261305,234409,SAMPLES,funky_1,,I Like,Funky Drummer,,,11224-funky_1,,,261305-234409funky_1,
11225,271457,234409,SAMPLES,funky_1,,Pump Up the Bass,Funky Drummer,,,11225-funky_1,,,271457-234409funky_1,
11226,318197,234409,SAMPLES,funky_1,,My Joy,Funky Drummer,,,11226-funky_1,,,318197-234409funky_1,
11227,318198,234409,SAMPLES,funky_1,,Deep Forest,Funky Drummer,,,11227-funky_1,,,318198-234409funky_1,
11228,261072,234409,SAMPLES,funky_1,,Wanted,Funky Drummer,,,11228-funky_1,,,261072-234409funky_1,
11229,293599,234409,SAMPLES,funky_1,,Final Chapter,Funky Drummer,,,11229-funky_1,,,293599-234409funky_1,
11230,237156,234409,SAMPLES,funky_1,,Stop The World,Funky Drummer,,,11230-funky_1,,,237156-234409funky_1,
11231,318199,234409,SAMPLES,funky_1,,Spring Again,Funky Drummer,,,11231-funky_1,,,318199-234409funky_1,
11232,318200,234409,SAMPLES,funky_1,,Sleep Talk,Funky Drummer,,,11232-funky_1,,,318200-234409funky_1,
11233,318201,234409,SAMPLES,funky_1,,What Cha Can Prove (Dr.Dre Untouchable Remix),Funky Drummer,,,11233-funky_1,,,318201-234409funky_1,
11234,278676,234409,SAMPLES,funky_1,,Separate/Together,Funky Drummer,,,11234-funky_1,,,278676-234409funky_1,
11235,247492,234409,SAMPLES,funky_1,,Coolin’,Funky Drummer,,,11235-funky_1,,,247492-234409funky_1,
11236,265055,234409,SAMPLES,funky_1,,Shouts,Funky Drummer,,,11236-funky_1,,,265055-234409funky_1,
11237,271057,234409,SAMPLES,funky_1,,Three MC’s and One DJ,Funky Drummer,,,11237-funky_1,,,271057-234409funky_1,
11238,262181,234409,SAMPLES,funky_1,,Two Miles an Hour,Funky Drummer,,,11238-funky_1,,,262181-234409funky_1,
11239,247565,234409,SAMPLES,funky_1,,Neva Faded,Funky Drummer,,,11239-funky_1,,,247565-234409funky_1,
11240,318202,234409,SAMPLES,funky_1,,Express Yourself,Funky Drummer,,,11240-funky_1,,,318202-234409funky_1,
11241,304105,234409,SAMPLES,funky_1,,The Magic Number,Funky Drummer,,,11241-funky_1,,,304105-234409funky_1,
11242,258469,234409,SAMPLES,funky_1,,Where I’m From,Funky Drummer,,,11242-funky_1,,,258469-234409funky_1,
11243,249777,234409,SAMPLES,funky_1,,Lyrics of Fury,Funky Drummer,,,11243-funky_1,,,249777-234409funky_1,
11244,261320,234409,SAMPLES,funky_1,,1999,Funky Drummer,,,11244-funky_1,,,261320-234409funky_1,
11245,273502,234409,SAMPLES,funky_1,,Give the Drummer Some,Funky Drummer,,,11245-funky_1,,,273502-234409funky_1,
11246,259680,234409,SAMPLES,funky_1,,Rather Unique,Funky Drummer,,,11246-funky_1,,,259680-234409funky_1,
11247,292039,234409,SAMPLES,funky_1,,Shadrach,Funky Drummer,,,11247-funky_1,,,292039-234409funky_1,
11248,307698,234409,SAMPLES,funky_1,,Heaven,Funky Drummer,,,11248-funky_1,,,307698-234409funky_1,
11249,318203,234409,SAMPLES,funky_1,,Buffalo Stance (Sukka Mix),Funky Drummer,,,11249-funky_1,,,318203-234409funky_1,
11250,318204,234409,SAMPLES,funky_1,,TV Cops,Funky Drummer,,,11250-funky_1,,,318204-234409funky_1,
11251,307982,234409,SAMPLES,funky_1,,Good Times A Goo Goo,Funky Drummer,,,11251-funky_1,,,307982-234409funky_1,
11252,318205,234409,SAMPLES,funky_1,,Everybody Pay Attention Now,Funky Drummer,,,11252-funky_1,,,318205-234409funky_1,
11253,318206,234409,SAMPLES,funky_1,,Freak Accident,Funky Drummer,,,11253-funky_1,,,318206-234409funky_1,
11254,234432,234409,SAMPLES,funky_1,,Let Me Ride (Clean Radio Edit),Funky Drummer,,,11254-funky_1,,,234432-234409funky_1,
861,237859,232326,SAMPLES,funky_2,,Blacktop,Mathematics,,,861-funky_2,,,237859-232326funky_2,
862,237860,232326,SAMPLES,funky_2,,Killaskit,Mathematics,,,862-funky_2,,,237860-232326funky_2,
863,237861,232326,SAMPLES,funky_2,,Kirby,Mathematics,,,863-funky_2,,,237861-232326funky_2,
864,237862,232326,SAMPLES,funky_2,,Take A Ride,Mathematics,,,864-funky_2,,,237862-232326funky_2,
865,237863,232326,SAMPLES,funky_2,,Peculiar Mathematics,Mathematics,,,865-funky_2,,,237863-232326funky_2,
866,237864,232326,SAMPLES,funky_2,,Marked For Death,Mathematics,,,866-funky_2,,,237864-232326funky_2,
867,237865,232326,SAMPLES,funky_2,,Languages,Mathematics,,,867-funky_2,,,237865-232326funky_2,
868,237866,232326,SAMPLES,funky_2,,The Bees are Dying,Mathematics,,,868-funky_2,,,237866-232326funky_2,
869,237867,232326,SAMPLES,funky_2,,The Wrong Man,Mathematics,,,869-funky_2,,,237867-232326funky_2,
870,237868,232326,INTERPOLATES,funky_2,,Steamed hams but they’re rapping,Mathematics,,,870-funky_2,,,237868-232326funky_2,
1694,232656,235859,SAMPLES,funky_2,,El Musicólogo,Bring the Noise,,,1694-funky_2,,,232656-235859funky_2,
1695,232656,264295,SAMPLES,funky_2,,El Musicólogo,O.G. Original Gangster,,,1695-funky_2,,,232656-264295funky_2,
1892,232828,248775,SAMPLES,funky_2,,We Specialize,South Bronx,,,1892-funky_2,,,232828-248775funky_2,
2618,233185,235859,INTERPOLATES,funky_2,,I’m Back,Bring the Noise,,,2618-funky_2,,,233185-235859funky_2,
3466,233528,235859,SAMPLES,funky_2,,Fuck tha Police,Bring the Noise,,,3466-funky_2,,,233528-235859funky_2,
3471,235863,233528,SAMPLES,funky_2,,I’m That Type Of Nigga,Fuck tha Police,,,3471-funky_2,,,235863-233528funky_2,
3472,235864,233528,SAMPLES,funky_2,,Can’t Sleep Prelude,Fuck tha Police,,,3472-funky_2,,,235864-233528funky_2,
3473,235865,233528,SAMPLES,funky_2,,Impersonation,Fuck tha Police,,,3473-funky_2,,,235865-233528funky_2,
3474,235866,233528,SAMPLES,funky_2,,Blue Lights,Fuck tha Police,,,3474-funky_2,,,235866-233528funky_2,
3475,235867,233528,SAMPLES,funky_2,,Brown,Fuck tha Police,,,3475-funky_2,,,235867-233528funky_2,
3476,235330,233528,SAMPLES,funky_2,,Locus Amoenus (Intro),Fuck tha Police,,,3476-funky_2,,,235330-233528funky_2,
3477,235868,233528,SAMPLES,funky_2,,LOST FOREST,Fuck tha Police,,,3477-funky_2,,,235868-233528funky_2,
3478,235869,233528,SAMPLES,funky_2,,Crooked Ass Nigga,Fuck tha Police,,,3478-funky_2,,,235869-233528funky_2,
3479,235870,233528,SAMPLES,funky_2,,M.I.A Is Miss Gerber,Fuck tha Police,,,3479-funky_2,,,235870-233528funky_2,
3480,235871,233528,SAMPLES,funky_2,,Downtown Vegas,Fuck tha Police,,,3480-funky_2,,,235871-233528funky_2,
3481,235872,233528,SAMPLES,funky_2,,It’s Every Night B*tch,Fuck tha Police,,,3481-funky_2,,,235872-233528funky_2,
3482,235873,233528,SAMPLES,funky_2,,Beatdown Anonymous,Fuck tha Police,,,3482-funky_2,,,235873-233528funky_2,
3483,235874,233528,SAMPLES,funky_2,,2020 BET Hip Hop Awards - Political Cypher,Fuck tha Police,,,3483-funky_2,,,235874-233528funky_2,
3484,235875,233528,SAMPLES,funky_2,,Wir sind die Polizei,Fuck tha Police,,,3484-funky_2,,,235875-233528funky_2,
3485,232629,233528,SAMPLES,funky_2,,Outro,Fuck tha Police,,,3485-funky_2,,,232629-233528funky_2,
3486,235876,233528,SAMPLES,funky_2,,MOLLY GETS DRUNK,Fuck tha Police,,,3486-funky_2,,,235876-233528funky_2,
3487,233037,233528,SAMPLES,funky_2,,Swear Words,Fuck tha Police,,,3487-funky_2,,,233037-233528funky_2,
3488,234709,233528,SAMPLES,funky_2,,1991,Fuck tha Police,,,3488-funky_2,,,234709-233528funky_2,
3489,235877,233528,SAMPLES,funky_2,,One Time Gaffled ’Em Up,Fuck tha Police,,,3489-funky_2,,,235877-233528funky_2,
3490,235878,233528,SAMPLES,funky_2,,Classik,Fuck tha Police,,,3490-funky_2,,,235878-233528funky_2,
3491,235879,233528,SAMPLES,funky_2,,Help the Police,Fuck tha Police,,,3491-funky_2,,,235879-233528funky_2,
3492,234916,233528,SAMPLES,funky_2,,Outro 2000,Fuck tha Police,,,3492-funky_2,,,234916-233528funky_2,
3493,235880,233528,SAMPLES,funky_2,,Screw the Catholic Church,Fuck tha Police,,,3493-funky_2,,,235880-233528funky_2,
3494,235881,233528,SAMPLES,funky_2,,Straight from the Underground,Fuck tha Police,,,3494-funky_2,,,235881-233528funky_2,
3495,235882,233528,SAMPLES,funky_2,,Court In The Street,Fuck tha Police,,,3495-funky_2,,,235882-233528funky_2,
3496,232830,233528,SAMPLES,funky_2,,Blasfem Interludio,Fuck tha Police,,,3496-funky_2,,,232830-233528funky_2,
3497,235883,233528,SAMPLES,funky_2,,Who’s Ready For The Basement,Fuck tha Police,,,3497-funky_2,,,235883-233528funky_2,
3498,235884,233528,SAMPLES,funky_2,,Where My Heart’s At,Fuck tha Police,,,3498-funky_2,,,235884-233528funky_2,
3499,235885,233528,SAMPLES,funky_2,,Endangered Species (Tales from the Darkside),Fuck tha Police,,,3499-funky_2,,,235885-233528funky_2,
3500,235886,233528,SAMPLES,funky_2,,Comin’ After You,Fuck tha Police,,,3500-funky_2,,,235886-233528funky_2,
3501,235887,233528,SAMPLES,funky_2,,Welcome 2 Detroit,Fuck tha Police,,,3501-funky_2,,,235887-233528funky_2,
3502,235888,233528,SAMPLES,funky_2,,Protect & Serve,Fuck tha Police,,,3502-funky_2,,,235888-233528funky_2,
3503,235889,233528,SAMPLES,funky_2,,Who’s Fucking Who?,Fuck tha Police,,,3503-funky_2,,,235889-233528funky_2,
3504,235890,233528,SAMPLES,funky_2,,Enfant Terrible,Fuck tha Police,,,3504-funky_2,,,235890-233528funky_2,
3505,235891,233528,SAMPLES,funky_2,,AmeriKKKa’s Most Wanted,Fuck tha Police,,,3505-funky_2,,,235891-233528funky_2,
3506,235892,233528,SAMPLES,funky_2,,Endangered Species (Tales From The Darkside) (Remix),Fuck tha Police,,,3506-funky_2,,,235892-233528funky_2,
3507,235769,233528,SAMPLES,funky_2,,Fuck da Police,Fuck tha Police,,,3507-funky_2,,,235769-233528funky_2,
3508,235893,233528,SAMPLES,funky_2,,Narcotics,Fuck tha Police,,,3508-funky_2,,,235893-233528funky_2,
3509,235894,233528,SAMPLES,funky_2,,Imma G,Fuck tha Police,,,3509-funky_2,,,235894-233528funky_2,
3510,235895,233528,SAMPLES,funky_2,,Ca vient de la rue,Fuck tha Police,,,3510-funky_2,,,235895-233528funky_2,
3511,234827,233528,SAMPLES,funky_2,,Textbook Menace,Fuck tha Police,,,3511-funky_2,,,234827-233528funky_2,
3512,235896,233528,SAMPLES,funky_2,,1312,Fuck tha Police,,,3512-funky_2,,,235896-233528funky_2,
3513,235897,233528,SAMPLES,funky_2,,"MAIDEN, MOTHER, & CRONE",Fuck tha Police,,,3513-funky_2,,,235897-233528funky_2,
3514,235898,233528,SAMPLES,funky_2,,Watch the Police,Fuck tha Police,,,3514-funky_2,,,235898-233528funky_2,
3515,235899,233528,INTERPOLATES,funky_2,,Fuck The Government!,Fuck tha Police,,,3515-funky_2,,,235899-233528funky_2,
3516,235900,233528,INTERPOLATES,funky_2,,Sum Say,Fuck tha Police,,,3516-funky_2,,,235900-233528funky_2,
3517,235901,233528,INTERPOLATES,funky_2,,Fuck PG&E,Fuck tha Police,,,3517-funky_2,,,235901-233528funky_2,
3518,235902,233528,INTERPOLATES,funky_2,,"Юра, перестань! (Yura, stop it!)",Fuck tha Police,,,3518-funky_2,,,235902-233528funky_2,
3519,235903,233528,INTERPOLATES,funky_2,,All Falls Down,Fuck tha Police,,,3519-funky_2,,,235903-233528funky_2,
3520,235904,233528,INTERPOLATES,funky_2,,FTP,Fuck tha Police,,,3520-funky_2,,,235904-233528funky_2,
3521,235905,233528,INTERPOLATES,funky_2,,GET SCHWIFTY,Fuck tha Police,,,3521-funky_2,,,235905-233528funky_2,
3522,235906,233528,INTERPOLATES,funky_2,,Seen It All,Fuck tha Police,,,3522-funky_2,,,235906-233528funky_2,
3523,235907,233528,INTERPOLATES,funky_2,,Gold and a Pager,Fuck tha Police,,,3523-funky_2,,,235907-233528funky_2,
3524,234371,233528,INTERPOLATES,funky_2,,Thug (Original Version),Fuck tha Police,,,3524-funky_2,,,234371-233528funky_2,
3525,235908,233528,INTERPOLATES,funky_2,,What’s the Difference,Fuck tha Police,,,3525-funky_2,,,235908-233528funky_2,
3526,235909,233528,INTERPOLATES,funky_2,,In the Late Night Hour,Fuck tha Police,,,3526-funky_2,,,235909-233528funky_2,
3527,235910,233528,INTERPOLATES,funky_2,,Bumpin’ My Music,Fuck tha Police,,,3527-funky_2,,,235910-233528funky_2,
3528,235911,233528,INTERPOLATES,funky_2,,Serdeczne Drive-By,Fuck tha Police,,,3528-funky_2,,,235911-233528funky_2,
3529,235912,233528,INTERPOLATES,funky_2,,Good Cop Bad Cop,Fuck tha Police,,,3529-funky_2,,,235912-233528funky_2,
3530,235913,233528,INTERPOLATES,funky_2,,Realest MC,Fuck tha Police,,,3530-funky_2,,,235913-233528funky_2,
4916,273777,232233,SAMPLES,funky_2,,Καθίκια 2007 (Kathikia ’07),Rules,,,4916-funky_2,,,273777-232233funky_2,
4960,232266,243681,SAMPLES,funky_2,,Torcida,Rebel Without a Pause,,,4960-funky_2,,,232266-243681funky_2,
5133,232315,250440,SAMPLES,funky_2,,History of Rap 6,Fight the Power,,,5133-funky_2,,,232315-250440funky_2,
5665,232582,243681,SAMPLES,funky_2,,Smash Your Head,Rebel Without a Pause,,,5665-funky_2,,,232582-243681funky_2,
6300,232822,248775,SAMPLES,funky_2,,We Specialize (A Cappella),South Bronx,,,6300-funky_2,,,232822-248775funky_2,
6693,233034,236413,INTERPOLATES,funky_2,,Jackin’ Foe Beats,Jackin’ For Beats,,,6693-funky_2,,,233034-236413funky_2,
6722,233050,235859,SAMPLES,funky_2,,Triple Double,Bring the Noise,,,6722-funky_2,,,233050-235859funky_2,
6763,233052,235859,SAMPLES,funky_2,,History of Rap 2,Bring the Noise,,,6763-funky_2,,,233052-235859funky_2,
7178,233301,253630,INTERPOLATES,funky_2,,Yesterday,Oodles of O’s,,,7178-funky_2,,,233301-253630funky_2,
7179,233301,235859,INTERPOLATES,funky_2,,Yesterday,Bring the Noise,,,7179-funky_2,,,233301-235859funky_2,
10347,234292,256306,SAMPLES,funky_2,,History of Rap 5,Beats to the Rhyme,,,10347-funky_2,,,234292-256306funky_2,
10873,234400,243681,SAMPLES,funky_2,,No Pause,Rebel Without a Pause,,,10873-funky_2,,,234400-243681funky_2,
10968,234412,235146,SAMPLES,funky_2,,1992,Let Me Ride,,,10968-funky_2,,,234412-235146funky_2,
11255,234416,235146,SAMPLES,funky_2,,Remain Calm,Let Me Ride,,,11255-funky_2,,,234416-235146funky_2,
11256,234413,235146,SAMPLES,funky_2,,The Roll Out,Let Me Ride,,,11256-funky_2,,,234413-235146funky_2,
11260,234419,235146,SAMPLES,funky_2,,La Biccia Giusta,Let Me Ride,,,11260-funky_2,,,234419-235146funky_2,
11261,234420,235146,SAMPLES,funky_2,,Let Me Ride,Let Me Ride,,,11261-funky_2,,,234420-235146funky_2,
11265,234421,235146,SAMPLES,funky_2,,Bitch With a Perm,Let Me Ride,,,11265-funky_2,,,234421-235146funky_2,
11271,234418,235146,SAMPLES,funky_2,,L’Objet,Let Me Ride,,,11271-funky_2,,,234418-235146funky_2,
11274,234414,235146,SAMPLES,funky_2,,Half Thang,Let Me Ride,,,11274-funky_2,,,234414-235146funky_2,
11275,234417,235146,SAMPLES,funky_2,,Who’s Next?,Let Me Ride,,,11275-funky_2,,,234417-235146funky_2,
11276,234415,235146,SAMPLES,funky_2,,Let the Games Begin,Let Me Ride,,,11276-funky_2,,,234415-235146funky_2,
11281,234424,235146,SAMPLES,funky_2,,Why Da Hell U Wanna Be A Basehead,Let Me Ride,,,11281-funky_2,,,234424-235146funky_2,
11282,234424,238278,SAMPLES,funky_2,,Why Da Hell U Wanna Be A Basehead,We Want Eazy,,,11282-funky_2,,,234424-238278funky_2,
11285,234423,235146,SAMPLES,funky_2,,Bitch With a Perm (Rottweiler Mix),Let Me Ride,,,11285-funky_2,,,234423-235146funky_2,
11288,234422,235146,SAMPLES,funky_2,,Late Nite,Let Me Ride,,,11288-funky_2,,,234422-235146funky_2,
11292,234426,235146,INTERPOLATES,funky_2,,Pumps and a Bump,Let Me Ride,,,11292-funky_2,,,234426-235146funky_2,
11325,234425,235146,INTERPOLATES,funky_2,,Regulate,Let Me Ride,,,11325-funky_2,,,234425-235146funky_2,
13075,234827,239617,SAMPLES,funky_2,,Textbook Menace,Mind of a Lunatic,,,13075-funky_2,,,234827-239617funky_2,
13973,43254,235080,INTERPOLATES,funky_2,,DTOWN,Detroit vs. Everybody,,,13973-funky_2,,,43254-235080funky_2,
13974,43255,235080,INTERPOLATES,funky_2,,Brazil vs. Everybody,Detroit vs. Everybody,,,13974-funky_2,,,43255-235080funky_2,
15102,235270,239617,SAMPLES,funky_2,,Mind Playing Tricks on Me,Mind of a Lunatic,,,15102-funky_2,,,235270-239617funky_2,
15227,235304,250440,SAMPLES,funky_2,,Fight the Power: Remix 2020,Fight the Power,,,15227-funky_2,,,235304-250440funky_2,
15565,235343,235859,SAMPLES,funky_2,,The Quickening,Bring the Noise,,,15565-funky_2,,,235343-235859funky_2,
16583,235761,236413,INTERPOLATES,funky_2,,D’Voidofpopniggafiedmegamix,Jackin’ For Beats,,,16583-funky_2,,,235761-236413funky_2,
16600,235760,251790,SAMPLES,funky_2,,History of Rap 3,Mama Said Knock You Out,,,16600-funky_2,,,235760-251790funky_2,
16791,235829,318179,SAMPLES,funky_2,,This Is the Remix,Freedom! ’90,,,16791-funky_2,,,235829-318179funky_2,
16985,241253,235831,SAMPLES,funky_2,,Young Black Male,The Product,,,16985-funky_2,,,241253-235831funky_2,
16986,242914,235831,INTERPOLATES,funky_2,,My Summer Vacation,The Product,,,16986-funky_2,,,242914-235831funky_2,
16987,242915,235831,INTERPOLATES,funky_2,,Brown Eyes,The Product,,,16987-funky_2,,,242915-235831funky_2,
17150,237139,235859,SAMPLES,funky_2,,Motownphilly (12' Dub),Bring the Noise,,,17150-funky_2,,,237139-235859funky_2,
17151,237140,235859,SAMPLES,funky_2,,Motownphilly (12' Version),Bring the Noise,,,17151-funky_2,,,237140-235859funky_2,
17152,237141,235859,SAMPLES,funky_2,,Sensitivity (Remix Video Version),Bring the Noise,,,17152-funky_2,,,237141-235859funky_2,
17153,237142,235859,SAMPLES,funky_2,,Sensitivity (Extended Club Version),Bring the Noise,,,17153-funky_2,,,237142-235859funky_2,
17154,237143,235859,SAMPLES,funky_2,,Arresta L’Intolleranza,Bring the Noise,,,17154-funky_2,,,237143-235859funky_2,
17155,237144,235859,SAMPLES,funky_2,,Cringe Control,Bring the Noise,,,17155-funky_2,,,237144-235859funky_2,
17156,237145,235859,SAMPLES,funky_2,,Shirk,Bring the Noise,,,17156-funky_2,,,237145-235859funky_2,
17157,237146,235859,SAMPLES,funky_2,,Kłopotliwy zero piąty,Bring the Noise,,,17157-funky_2,,,237146-235859funky_2,
17158,237147,235859,SAMPLES,funky_2,,Racket non ti pago,Bring the Noise,,,17158-funky_2,,,237147-235859funky_2,
17159,237148,235859,SAMPLES,funky_2,,Miracle,Bring the Noise,,,17159-funky_2,,,237148-235859funky_2,
17160,237149,235859,SAMPLES,funky_2,,Doo Doo Brown,Bring the Noise,,,17160-funky_2,,,237149-235859funky_2,
17161,237150,235859,SAMPLES,funky_2,,The Boomin’ System (Radio 2),Bring the Noise,,,17161-funky_2,,,237150-235859funky_2,
17162,237151,235859,SAMPLES,funky_2,,The Boomin’ System (Radio 1),Bring the Noise,,,17162-funky_2,,,237151-235859funky_2,
17163,237152,235859,SAMPLES,funky_2,,O Credo,Bring the Noise,,,17163-funky_2,,,237152-235859funky_2,
17164,237153,235859,SAMPLES,funky_2,,Fairweather Friend (Dub Remix),Bring the Noise,,,17164-funky_2,,,237153-235859funky_2,
17165,237154,235859,SAMPLES,funky_2,,Fairweather Friend (7' Remix),Bring the Noise,,,17165-funky_2,,,237154-235859funky_2,
17166,237155,235859,SAMPLES,funky_2,,Here We Go (Instrumental),Bring the Noise,,,17166-funky_2,,,237155-235859funky_2,
17167,237156,235859,SAMPLES,funky_2,,Stop The World,Bring the Noise,,,17167-funky_2,,,237156-235859funky_2,
17168,237157,235859,SAMPLES,funky_2,,Big Beat Radio,Bring the Noise,,,17168-funky_2,,,237157-235859funky_2,
17169,237158,235859,SAMPLES,funky_2,,Incredible,Bring the Noise,,,17169-funky_2,,,237158-235859funky_2,
17170,237159,235859,SAMPLES,funky_2,,난 알아요 (I Know),Bring the Noise,,,17170-funky_2,,,237159-235859funky_2,
17171,237160,235859,SAMPLES,funky_2,,Late Night Lovin’,Bring the Noise,,,17171-funky_2,,,237160-235859funky_2,
17172,237161,235859,SAMPLES,funky_2,,1999 She,Bring the Noise,,,17172-funky_2,,,237161-235859funky_2,
17173,237162,235859,SAMPLES,funky_2,,Rhythm Nation (7' United Mix Edit),Bring the Noise,,,17173-funky_2,,,237162-235859funky_2,
17174,237163,235859,SAMPLES,funky_2,,Revolution of the Mind,Bring the Noise,,,17174-funky_2,,,237163-235859funky_2,
17175,236399,235859,SAMPLES,funky_2,,Stompin’ To Tha 90's,Bring the Noise,,,17175-funky_2,,,236399-235859funky_2,
17176,237164,235859,SAMPLES,funky_2,,Numero Uno,Bring the Noise,,,17176-funky_2,,,237164-235859funky_2,
17177,237165,235859,SAMPLES,funky_2,,ЗАСТОЙ 2.0 (STAGNATION 2.0),Bring the Noise,,,17177-funky_2,,,237165-235859funky_2,
17178,237166,235859,SAMPLES,funky_2,,Sient’ o fank,Bring the Noise,,,17178-funky_2,,,237166-235859funky_2,
17179,237167,235859,SAMPLES,funky_2,,Cotton Candy & Popsicles,Bring the Noise,,,17179-funky_2,,,237167-235859funky_2,
17180,236400,235859,SAMPLES,funky_2,,They Used to Call it Dope,Bring the Noise,,,17180-funky_2,,,236400-235859funky_2,
17181,237168,235859,SAMPLES,funky_2,,City,Bring the Noise,,,17181-funky_2,,,237168-235859funky_2,
17182,237169,235859,SAMPLES,funky_2,,Feel The Bass III,Bring the Noise,,,17182-funky_2,,,237169-235859funky_2,
17183,237170,235859,SAMPLES,funky_2,,Do It to the Crowd,Bring the Noise,,,17183-funky_2,,,237170-235859funky_2,
17184,237171,235859,SAMPLES,funky_2,,Los Hijos de Iván Drago,Bring the Noise,,,17184-funky_2,,,237171-235859funky_2,
17185,237172,235859,SAMPLES,funky_2,,The Long and Whining Road,Bring the Noise,,,17185-funky_2,,,237172-235859funky_2,
17186,237173,235859,SAMPLES,funky_2,,Incredible,Bring the Noise,,,17186-funky_2,,,237173-235859funky_2,
17187,237174,235859,SAMPLES,funky_2,,Ndodemnyama (African National Congress Remix),Bring the Noise,,,17187-funky_2,,,237174-235859funky_2,
17188,237175,235859,SAMPLES,funky_2,,Fuck the KKK,Bring the Noise,,,17188-funky_2,,,237175-235859funky_2,
17189,237176,235859,SAMPLES,funky_2,,How Low Can You Go,Bring the Noise,,,17189-funky_2,,,237176-235859funky_2,
17190,237177,235859,SAMPLES,funky_2,,Fear of a Mazorka Planet,Bring the Noise,,,17190-funky_2,,,237177-235859funky_2,
17191,237178,235859,SAMPLES,funky_2,,100 grand baby,Bring the Noise,,,17191-funky_2,,,237178-235859funky_2,
17192,237179,235859,SAMPLES,funky_2,,Bring the Noise,Bring the Noise,,,17192-funky_2,,,237179-235859funky_2,
17193,237180,235859,SAMPLES,funky_2,,Preachin’ to the Quiet,Bring the Noise,,,17193-funky_2,,,237180-235859funky_2,
17194,237181,235859,SAMPLES,funky_2,,Do You Like Bass?,Bring the Noise,,,17194-funky_2,,,237181-235859funky_2,
17195,237182,235859,SAMPLES,funky_2,,Can U Hear Me Now,Bring the Noise,,,17195-funky_2,,,237182-235859funky_2,
17196,237183,235859,SAMPLES,funky_2,,I’m Not Him,Bring the Noise,,,17196-funky_2,,,237183-235859funky_2,
17197,237184,235859,SAMPLES,funky_2,,Poison To The Mind,Bring the Noise,,,17197-funky_2,,,237184-235859funky_2,
17198,237185,235859,SAMPLES,funky_2,,Radio P.W.E.I.,Bring the Noise,,,17198-funky_2,,,237185-235859funky_2,
17199,237186,235859,SAMPLES,funky_2,,Brothers Gonna Work It Out,Bring the Noise,,,17199-funky_2,,,237186-235859funky_2,
17200,237187,235859,SAMPLES,funky_2,,Mexican Power,Bring the Noise,,,17200-funky_2,,,237187-235859funky_2,
17201,237188,235859,SAMPLES,funky_2,,Murder Rap,Bring the Noise,,,17201-funky_2,,,237188-235859funky_2,
17202,237189,235859,SAMPLES,funky_2,,Ranciofacts,Bring the Noise,,,17202-funky_2,,,237189-235859funky_2,
17203,237190,235859,SAMPLES,funky_2,,Bass Rocks,Bring the Noise,,,17203-funky_2,,,237190-235859funky_2,
17204,237191,235859,SAMPLES,funky_2,,Daddy Rich in the Land of 1210,Bring the Noise,,,17204-funky_2,,,237191-235859funky_2,
17205,237192,235859,SAMPLES,funky_2,,Say It To Me,Bring the Noise,,,17205-funky_2,,,237192-235859funky_2,
17206,237193,235859,SAMPLES,funky_2,,Terminator X to the Edge of Panic,Bring the Noise,,,17206-funky_2,,,237193-235859funky_2,
17207,237194,235859,SAMPLES,funky_2,,Back Once Again,Bring the Noise,,,17207-funky_2,,,237194-235859funky_2,
17208,236410,235859,SAMPLES,funky_2,,I’m All That,Bring the Noise,,,17208-funky_2,,,236410-235859funky_2,
17209,237195,235859,SAMPLES,funky_2,,The Hunted Child,Bring the Noise,,,17209-funky_2,,,237195-235859funky_2,
17210,237196,235859,SAMPLES,funky_2,,Peep Game,Bring the Noise,,,17210-funky_2,,,237196-235859funky_2,
17211,237197,235859,SAMPLES,funky_2,,"Come On, Let’s Move It",Bring the Noise,,,17211-funky_2,,,237197-235859funky_2,
17212,237198,235859,SAMPLES,funky_2,,Party,Bring the Noise,,,17212-funky_2,,,237198-235859funky_2,
17213,237199,235859,SAMPLES,funky_2,,What’s It All About?,Bring the Noise,,,17213-funky_2,,,237199-235859funky_2,
17214,237200,235859,SAMPLES,funky_2,,Disco D’Oro,Bring the Noise,,,17214-funky_2,,,237200-235859funky_2,
17215,237201,235859,SAMPLES,funky_2,,Yeah,Bring the Noise,,,17215-funky_2,,,237201-235859funky_2,
17216,237202,235859,SAMPLES,funky_2,,Mama Laut,Bring the Noise,,,17216-funky_2,,,237202-235859funky_2,
17217,237203,235859,SAMPLES,funky_2,,Lost at Birth,Bring the Noise,,,17217-funky_2,,,237203-235859funky_2,
17218,237204,235859,SAMPLES,funky_2,,Don’t Take It Personal (Just One of Dem Days),Bring the Noise,,,17218-funky_2,,,237204-235859funky_2,
17219,237205,235859,SAMPLES,funky_2,,Playground,Bring the Noise,,,17219-funky_2,,,237205-235859funky_2,
17220,237206,235859,SAMPLES,funky_2,,Much More,Bring the Noise,,,17220-funky_2,,,237206-235859funky_2,
17221,237207,235859,SAMPLES,funky_2,,Here We Go Again!,Bring the Noise,,,17221-funky_2,,,237207-235859funky_2,
